"date","load"
"2011-07-01",3454.76489257812
"2011-07-02",3554.63818359375
"2011-07-03",3588.97387695312
"2011-07-04",3769.900390625
"2011-07-05",3749.56420898438
"2011-07-06",3711.08374023438
"2011-07-07",3787.158203125
"2011-07-08",3873.13452148438
"2011-07-09",3820.51025390625
"2011-07-10",3877.32006835938
"2011-07-11",3880.85205078125
"2011-07-12",3882.94116210938
"2011-07-13",3695.5478515625
"2011-07-14",3685.35571289062
"2011-07-15",3783.25659179688
"2011-07-16",4087.09375
"2011-07-17",3891.55712890625
"2011-07-18",3868.22485351562
"2011-07-19",3887.16552734375
"2011-07-20",3835.93383789062
"2011-07-21",3904.26318359375
"2011-07-22",4029.9736328125
"2011-07-23",4002.7265625
"2011-07-24",4040.09155273438
"2011-07-25",3928.67749023438
"2011-07-26",4152.27587890625
"2011-07-27",3901.13110351562
"2011-07-28",3940.5673828125
"2011-07-29",3950.83935546875
"2011-07-30",4077.62573242188
"2011-07-31",3766.08081054688
