"date","load"
"2011-07-01",3469.37964326385
"2011-07-02",3544.39665288445
"2011-07-03",3587.30042192585
"2011-07-04",3794.76639401871
"2011-07-05",3734.59820490666
"2011-07-06",3703.09067920848
"2011-07-07",3791.87659168511
"2011-07-08",3787.93827534258
"2011-07-09",3797.21567812905
"2011-07-10",3850.18729432123
"2011-07-11",3831.48410053268
"2011-07-12",3870.16886152656
"2011-07-13",3690.17806235054
"2011-07-14",3679.17046946181
"2011-07-15",3771.85483990552
"2011-07-16",4086.18300985559
"2011-07-17",3956.80998184381
"2011-07-18",3854.70210629628
"2011-07-19",3903.94331457496
"2011-07-20",3849.74606766327
"2011-07-21",3925.29312164693
"2011-07-22",3951.50407748812
"2011-07-23",3956.04099828559
"2011-07-24",4023.60188168789
"2011-07-25",3958.15785926019
"2011-07-26",4077.84251555465
"2011-07-27",3875.99790073134
"2011-07-28",3942.77528482008
"2011-07-29",3923.42447426064
"2011-07-30",4051.78455078059
"2011-07-31",3832.40940895928
