"date","load"
"2011-07-01",3884.0324748704
"2011-07-02",4144.04702643922
"2011-07-03",4192.40883945611
"2011-07-04",4017.31980732785
"2011-07-05",3918.65955863955
"2011-07-06",3926.14177794738
"2011-07-07",3916.15565013657
"2011-07-08",3896.41885175907
"2011-07-09",4104.56139793826
"2011-07-10",4155.84998307767
"2011-07-11",4057.07621065494
"2011-07-12",4010.63346068714
"2011-07-13",4093.47836557928
"2011-07-14",4132.22349739585
"2011-07-15",4078.65091844446
"2011-07-16",4180.10983197015
"2011-07-17",4263.34420746768
"2011-07-18",4217.01534048381
"2011-07-19",4180.63537916424
"2011-07-20",4210.96954770542
"2011-07-21",4199.4571980043
"2011-07-22",4179.25382568242
"2011-07-23",4366.42917804811
"2011-07-24",4419.86426831216
"2011-07-25",4286.69259971071
"2011-07-26",4242.89450877645
"2011-07-27",4295.37589773416
"2011-07-28",4252.97564872862
"2011-07-29",4191.89229831085
"2011-07-30",4389.01175009179
"2011-07-31",4491.03094437535
