"date","load"
"2011-07-01",3473.71833535911
"2011-07-02",3546.16466666285
"2011-07-03",3587.50434878612
"2011-07-04",3797.55482977077
"2011-07-05",3726.47237372942
"2011-07-06",3699.72545407519
"2011-07-07",3791.72607867308
"2011-07-08",3775.1424933732
"2011-07-09",3791.64470550719
"2011-07-10",3841.02318431817
"2011-07-11",3822.41152923909
"2011-07-12",3867.73400329355
"2011-07-13",3689.74937780311
"2011-07-14",3679.68759047942
"2011-07-15",3769.70804532742
"2011-07-16",4088.26661040724
"2011-07-17",3970.07730034291
"2011-07-18",3851.41422188326
"2011-07-19",3908.99060293847
"2011-07-20",3857.18980195607
"2011-07-21",3931.06635235481
"2011-07-22",3936.19754097444
"2011-07-23",3955.03796787621
"2011-07-24",4022.37527060963
"2011-07-25",3965.09591128062
"2011-07-26",4063.89378024591
"2011-07-27",3874.06513737048
"2011-07-28",3946.93599669481
"2011-07-29",3923.58129758899
"2011-07-30",4048.11182769189
"2011-07-31",3846.56786030956
