"date","load"
"2011-07-01",3778.05133365379
"2011-07-02",3901.87008348928
"2011-07-03",3948.0543977769
"2011-07-04",3939.25147810009
"2011-07-05",3872.08932719561
"2011-07-06",3861.51361585953
"2011-07-07",3894.428180445
"2011-07-08",3946.74838461809
"2011-07-09",3967.2064360128
"2011-07-10",3981.14738577541
"2011-07-11",3989.86364060442
"2011-07-12",3941.61916702958
"2011-07-13",3909.03236766957
"2011-07-14",3894.79465932759
"2011-07-15",3962.41491237475
"2011-07-16",4043.63514787634
"2011-07-17",4000.12175655778
"2011-07-18",4028.21547892183
"2011-07-19",3991.13160782013
"2011-07-20",3973.62252486402
"2011-07-21",3983.50583150656
"2011-07-22",4061.02389122564
"2011-07-23",4075.12808350972
"2011-07-24",4102.99863072379
"2011-07-25",4063.28936370679
"2011-07-26",4094.41593180163
"2011-07-27",4007.48947449467
"2011-07-28",3982.14037540815
"2011-07-29",3985.8767517351
"2011-07-30",4053.0152470021
"2011-07-31",3985.63221394206
