"date","load"
"2011-07-01",3439.54516601562
"2011-07-02",3521.43041992188
"2011-07-03",3568.31237792969
"2011-07-04",3756.86547851562
"2011-07-05",3764.08666992188
"2011-07-06",3718.05749511719
"2011-07-07",3791.30627441406
"2011-07-08",3859.68249511719
"2011-07-09",3832.24475097656
"2011-07-10",3903.84692382812
"2011-07-11",3884.20190429688
"2011-07-12",3888.17797851562
"2011-07-13",3698.93603515625
"2011-07-14",3684.07702636719
"2011-07-15",3793.58435058594
"2011-07-16",4084.46081542969
"2011-07-17",3892.71545410156
"2011-07-18",3878.78588867188
"2011-07-19",3886.2880859375
"2011-07-20",3819.49072265625
"2011-07-21",3906.72277832031
"2011-07-22",4049.57824707031
"2011-07-23",3979.03002929688
"2011-07-24",4042.31091308594
"2011-07-25",3932.49096679688
"2011-07-26",4164.79077148438
"2011-07-27",3898.62719726562
"2011-07-28",3933.52392578125
"2011-07-29",3941.83715820312
"2011-07-30",4088.05529785156
"2011-07-31",3770.78601074219
