"date","load"
"2011-07-01",3954.91962758779
"2011-07-02",4214.8295444595
"2011-07-03",4263.88902794947
"2011-07-04",4090.1468934926
"2011-07-05",3992.5163389762
"2011-07-06",4000.62224918763
"2011-07-07",3991.61318317428
"2011-07-08",3972.76320182039
"2011-07-09",4180.8902778699
"2011-07-10",4232.76170281976
"2011-07-11",4134.75805613801
"2011-07-12",4088.9569400636
"2011-07-13",4171.57455055985
"2011-07-14",4210.62541154735
"2011-07-15",4158.02752359063
"2011-07-16",4260.1122990872
"2011-07-17",4343.33731684556
"2011-07-18",4296.98689206415
"2011-07-19",4260.93442919265
"2011-07-20",4291.16372250154
"2011-07-21",4280.02235623031
"2011-07-22",4260.15692856557
"2011-07-23",4446.8738207118
"2011-07-24",4500.40206791103
"2011-07-25",4367.57981424983
"2011-07-26",4323.87342959155
"2011-07-27",4375.79668106837
"2011-07-28",4333.74398011352
"2011-07-29",4273.09636565235
"2011-07-30",4469.7700658184
"2011-07-31",4571.28426220182
