"date","load"
"2011-07-01",3578.11279296875
"2011-07-02",3536.53649902344
"2011-07-03",3549.884765625
"2011-07-04",3753.79528808594
"2011-07-05",3754.09155273438
"2011-07-06",3787.01232910156
"2011-07-07",3922.646484375
"2011-07-08",4109.97790527344
"2011-07-09",3862.02001953125
"2011-07-10",3896.15966796875
"2011-07-11",4058.09985351562
"2011-07-12",4052.55456542969
"2011-07-13",3820.7509765625
"2011-07-14",3734.48303222656
"2011-07-15",4010.50537109375
"2011-07-16",4196.62329101562
"2011-07-17",3971.32189941406
"2011-07-18",4099.30139160156
"2011-07-19",4086.41357421875
"2011-07-20",3985.18481445312
"2011-07-21",4051.00402832031
"2011-07-22",4316.00317382812
"2011-07-23",4088.9501953125
"2011-07-24",4102.72314453125
"2011-07-25",4176.89111328125
"2011-07-26",4378.39721679688
"2011-07-27",4083.79724121094
"2011-07-28",4079.34643554688
"2011-07-29",4175.96557617188
"2011-07-30",4121.8984375
"2011-07-31",3779.90148925781
