"date","load"
"2011-07-01",3424.32543945312
"2011-07-02",3488.22265625
"2011-07-03",3547.65087890625
"2011-07-04",3743.83056640625
"2011-07-05",3778.60913085938
"2011-07-06",3725.03125
"2011-07-07",3795.45434570312
"2011-07-08",3846.23046875
"2011-07-09",3843.97924804688
"2011-07-10",3930.37377929688
"2011-07-11",3887.5517578125
"2011-07-12",3893.41479492188
"2011-07-13",3702.32421875
"2011-07-14",3682.79833984375
"2011-07-15",3803.912109375
"2011-07-16",4081.82788085938
"2011-07-17",3893.87377929688
"2011-07-18",3889.34692382812
"2011-07-19",3885.41064453125
"2011-07-20",3803.04760742188
"2011-07-21",3909.18237304688
"2011-07-22",4069.18286132812
"2011-07-23",3955.33349609375
"2011-07-24",4044.5302734375
"2011-07-25",3936.30444335938
"2011-07-26",4177.3056640625
"2011-07-27",3896.12329101562
"2011-07-28",3926.48046875
"2011-07-29",3932.8349609375
"2011-07-30",4098.48486328125
"2011-07-31",3775.4912109375
