"date","load"
"2011-07-01",3494.43678117141
"2011-07-02",3527.62358243838
"2011-07-03",3560.14782079021
"2011-07-04",3789.5598553429
"2011-07-05",3697.18218752289
"2011-07-06",3732.39312717085
"2011-07-07",3833.72326475619
"2011-07-08",3772.2017045961
"2011-07-09",3840.60536365565
"2011-07-10",3905.39179353358
"2011-07-11",3896.96110865729
"2011-07-12",3957.52041819874
"2011-07-13",3801.57434321425
"2011-07-14",3788.28461684467
"2011-07-15",3859.53845110666
"2011-07-16",4209.93303707271
"2011-07-17",4146.72535084775
"2011-07-18",3990.58217650421
"2011-07-19",4067.85669516214
"2011-07-20",4032.08506340319
"2011-07-21",4104.67788155561
"2011-07-22",4036.76749133726
"2011-07-23",4114.49397066945
"2011-07-24",4188.35944508952
"2011-07-25",4168.23724433083
"2011-07-26",4191.56339074373
"2011-07-27",4045.54970228681
"2011-07-28",4130.11947049509
"2011-07-29",4090.17717585585
"2011-07-30",4208.79961951044
"2011-07-31",4071.74794825453
