"date","load"
"2011-07-01",3435.34128015384
"2011-07-02",3484.58149579585
"2011-07-03",3501.60804166306
"2011-07-04",3684.3500272186
"2011-07-05",3623.18748754186
"2011-07-06",3627.68995289105
"2011-07-07",3740.49502178379
"2011-07-08",3713.42587657884
"2011-07-09",3741.16724751864
"2011-07-10",3751.86823544442
"2011-07-11",3713.64158827226
"2011-07-12",3791.43497878689
"2011-07-13",3611.66750136106
"2011-07-14",3617.23969287508
"2011-07-15",3729.52403263511
"2011-07-16",4032.91337216659
"2011-07-17",3914.41034582025
"2011-07-18",3728.38427163185
"2011-07-19",3833.90421980091
"2011-07-20",3777.3545816437
"2011-07-21",3864.33415333275
"2011-07-22",3839.4651904861
"2011-07-23",3884.47656735161
"2011-07-24",3917.43249694221
"2011-07-25",3869.76700759411
"2011-07-26",3921.30116719358
"2011-07-27",3757.95245826293
"2011-07-28",3860.73941027165
"2011-07-29",3867.28149376241
"2011-07-30",3962.7885858876
"2011-07-31",3791.37150012845
